FunctionID	FunctionName	ID
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZN202_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZN274_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZN444_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZN446_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZN488_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZN496_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZN576_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZN641_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZN770_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZNF18_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZSA5A_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZSA5B_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZSA5C_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZSC18_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZSC29_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZSC32_HUMAN
PTHR10032	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS	ZSCA1_HUMAN
PTHR10033	CALSEQUESTRIN	CASQ1_HUMAN
PTHR10033	CALSEQUESTRIN	CASQ2_HUMAN
PTHR10035	T-CELL SURFACE GLYCOPROTEIN CD3 ZETA CHAIN	CD3Z_HUMAN
PTHR10036	CD59 GLYCOPROTEIN	CD59_HUMAN
PTHR10036	CD59 GLYCOPROTEIN	LYPD1_HUMAN
PTHR10036	CD59 GLYCOPROTEIN	LYPD2_HUMAN
PTHR10036	CD59 GLYCOPROTEIN	SLUR1_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1A_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1B_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1C_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1D_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1E_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1F_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1G_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1H_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1I_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CAC1S_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CO027_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CTSR1_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CTSR2_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CTSR3_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	CTSR4_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	NALCN_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCN1A_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCN2A_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCN3A_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCN4A_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCN5A_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCN7A_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCN8A_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCN9A_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCNAA_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	SCNBA_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	TPC1_HUMAN
PTHR10037	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)	TPC2_HUMAN
PTHR10039	AMELOGENIN	AMELX_HUMAN
PTHR10039	AMELOGENIN	AMELY_HUMAN
PTHR10041	COLIPASE	COLL1_HUMAN
PTHR10041	COLIPASE	COLL2_HUMAN
PTHR10041	COLIPASE	COL_HUMAN
PTHR10042	EARLY GROWTH RESPONSE PROTEIN-RELATED	EGR1_HUMAN
PTHR10042	EARLY GROWTH RESPONSE PROTEIN-RELATED	EGR2_HUMAN
PTHR10042	EARLY GROWTH RESPONSE PROTEIN-RELATED	EGR3_HUMAN
PTHR10042	EARLY GROWTH RESPONSE PROTEIN-RELATED	EGR4_HUMAN
PTHR10042	EARLY GROWTH RESPONSE PROTEIN-RELATED	WT1_HUMAN
PTHR10044	INHIBITOR OF APOPTOSIS	BIRC1_HUMAN
PTHR10044	INHIBITOR OF APOPTOSIS	BIRC2_HUMAN
PTHR10044	INHIBITOR OF APOPTOSIS	BIRC3_HUMAN
PTHR10044	INHIBITOR OF APOPTOSIS	BIRC5_HUMAN
PTHR10044	INHIBITOR OF APOPTOSIS	BIRC6_HUMAN
PTHR10044	INHIBITOR OF APOPTOSIS	BIRC7_HUMAN
PTHR10044	INHIBITOR OF APOPTOSIS	BIRC8_HUMAN
PTHR10044	INHIBITOR OF APOPTOSIS	NLRC4_HUMAN
PTHR10044	INHIBITOR OF APOPTOSIS	XIAP_HUMAN
PTHR10046	ATP DEPENDENT LON PROTEASE FAMILY MEMBER	LONM_HUMAN
PTHR10046	ATP DEPENDENT LON PROTEASE FAMILY MEMBER	LONP2_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	P3C2A_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	P3C2B_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	P3C2G_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	PI4KA_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	PI4KB_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	PK3C3_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	PK3CA_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	PK3CB_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	PK3CD_HUMAN
PTHR10048	PHOSPHATIDYLINOSITOL KINASE	PK3CG_HUMAN
PTHR10050	DOLICHYL-PHOSPHATE-MANNOSE--PROTEIN MANNOSYLTRANSFERASE	POMT1_HUMAN
PTHR10050	DOLICHYL-PHOSPHATE-MANNOSE--PROTEIN MANNOSYLTRANSFERASE	POMT2_HUMAN
PTHR10050	DOLICHYL-PHOSPHATE-MANNOSE--PROTEIN MANNOSYLTRANSFERASE	SDF2L_HUMAN
PTHR10050	DOLICHYL-PHOSPHATE-MANNOSE--PROTEIN MANNOSYLTRANSFERASE	SDF2_HUMAN
PTHR10052	60S RIBOSOMAL PROTEIN L18A	RL18A_HUMAN
PTHR10055	TRYPTOPHANYL-TRNA SYNTHETASE	SYWC_HUMAN
PTHR10055	TRYPTOPHANYL-TRNA SYNTHETASE	SYWM_HUMAN
PTHR10057	PERIPHERAL-TYPE BENZODIAZEPINE RECEPTOR	TSPO2_HUMAN
PTHR10057	PERIPHERAL-TYPE BENZODIAZEPINE RECEPTOR	TSPOA_HUMAN
PTHR10058	MACROPHAGE COLONY STIMULATING FACTOR	CSF1_HUMAN
PTHR10059	GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR (GM-CSF)	CSF2_HUMAN
PTHR10060	TATD FAMILY DEOXYRIBONUCLEASE	TATD1_HUMAN
PTHR10060	TATD FAMILY DEOXYRIBONUCLEASE	TATD2_HUMAN
PTHR10060	TATD FAMILY DEOXYRIBONUCLEASE	TATD3_HUMAN
PTHR10061	S-FORMYLGLUTATHIONE HYDROLASE	ESTD_HUMAN
PTHR10063	TUBERIN	RGPA1_HUMAN
PTHR10063	TUBERIN	RGPA2_HUMAN
PTHR10063	TUBERIN	TSC2_HUMAN
PTHR10064	60S RIBOSOMAL PROTEIN L22	RL22L_HUMAN
PTHR10064	60S RIBOSOMAL PROTEIN L22	RL22_HUMAN
PTHR10066	BETA-GALACTOSIDASE	BGLR_HUMAN
PTHR10066	BETA-GALACTOSIDASE	MANBA_HUMAN
PTHR10067	PHOSPHATIDYLSERINE DECARBOXYLASE	PISD_HUMAN
PTHR10068	BONE MARROW PROTEOGLYCAN	H0YCN1_HUMAN
PTHR10068	BONE MARROW PROTEOGLYCAN	PRG2_HUMAN
PTHR10068	BONE MARROW PROTEOGLYCAN	PRG3_HUMAN
PTHR10070	IMMUNOGLOBULIN J CHAIN	IGJ_HUMAN
PTHR10071	TRANSCRIPTION FACTOR GATA (GATA BINDING FACTOR)	GATA1_HUMAN
PTHR10071	TRANSCRIPTION FACTOR GATA (GATA BINDING FACTOR)	GATA2_HUMAN
PTHR10071	TRANSCRIPTION FACTOR GATA (GATA BINDING FACTOR)	GATA3_HUMAN
PTHR10071	TRANSCRIPTION FACTOR GATA (GATA BINDING FACTOR)	GATA4_HUMAN
PTHR10071	TRANSCRIPTION FACTOR GATA (GATA BINDING FACTOR)	GATA5_HUMAN
PTHR10071	TRANSCRIPTION FACTOR GATA (GATA BINDING FACTOR)	GATA6_HUMAN
PTHR10071	TRANSCRIPTION FACTOR GATA (GATA BINDING FACTOR)	TRPS1_HUMAN
PTHR10071	TRANSCRIPTION FACTOR GATA (GATA BINDING FACTOR)	ZGLP1_HUMAN
PTHR10072	IRON-SULFUR CLUSTER ASSEMBLY PROTEIN	ISCA1_HUMAN
PTHR10072	IRON-SULFUR CLUSTER ASSEMBLY PROTEIN	ISCA2_HUMAN
PTHR10073	DNA MISMATCH REPAIR PROTEIN (MLH, PMS, MUTL)	MLH1_HUMAN
PTHR10073	DNA MISMATCH REPAIR PROTEIN (MLH, PMS, MUTL)	MLH3_HUMAN
PTHR10073	DNA MISMATCH REPAIR PROTEIN (MLH, PMS, MUTL)	PMS1_HUMAN
PTHR10073	DNA MISMATCH REPAIR PROTEIN (MLH, PMS, MUTL)	PMS2_HUMAN
PTHR10075	BASIGIN RELATED	BASI_HUMAN
PTHR10075	BASIGIN RELATED	EMB_HUMAN
PTHR10075	BASIGIN RELATED	NPTN_HUMAN
PTHR10075	BASIGIN RELATED	VTM2L_HUMAN
PTHR10077	CALPASTATIN	ICAL_HUMAN
PTHR10078	INTERLEUKIN-1 FAMILY MEMBER	I36RA_HUMAN
PTHR10078	INTERLEUKIN-1 FAMILY MEMBER	IL1B_HUMAN
PTHR10078	INTERLEUKIN-1 FAMILY MEMBER	IL1FA_HUMAN
PTHR10078	INTERLEUKIN-1 FAMILY MEMBER	IL1RA_HUMAN
PTHR10078	INTERLEUKIN-1 FAMILY MEMBER	IL36A_HUMAN
PTHR10078	INTERLEUKIN-1 FAMILY MEMBER	IL36B_HUMAN
PTHR10078	INTERLEUKIN-1 FAMILY MEMBER	IL36G_HUMAN
PTHR10078	INTERLEUKIN-1 FAMILY MEMBER	IL37_HUMAN
PTHR10079	INTERLEUKIN-3	IL3_HUMAN
PTHR10082	INTEGRIN BETA SUBUNIT	ITB1_HUMAN
PTHR10082	INTEGRIN BETA SUBUNIT	ITB2_HUMAN
PTHR10082	INTEGRIN BETA SUBUNIT	ITB3_HUMAN
PTHR10082	INTEGRIN BETA SUBUNIT	ITB4_HUMAN
PTHR10082	INTEGRIN BETA SUBUNIT	ITB5_HUMAN
PTHR10082	INTEGRIN BETA SUBUNIT	ITB6_HUMAN
PTHR10082	INTEGRIN BETA SUBUNIT	ITB7_HUMAN
PTHR10082	INTEGRIN BETA SUBUNIT	ITB8_HUMAN
PTHR10082	INTEGRIN BETA SUBUNIT	ITGBL_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	AMBP_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	CO8G_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	EPPI_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	K0319_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	K319L_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	LRP11_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	SPIT1_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	SPIT2_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	SPIT3_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	SPIT4_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	TFPI1_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	TFPI2_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	WFDC6_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	WFDC8_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	WFKN1_HUMAN
PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	WFKN2_HUMAN
PTHR10088	GLUCOKINASE REGULATORY PROTEIN	GCKR_HUMAN
PTHR10091	ALDOSE-1-EPIMERASE	GALM_HUMAN
PTHR10093	IRON-SULFUR CLUSTER ASSEMBLY ENZYME (NIFU HOMOLOG)	ISCU_HUMAN
PTHR10098	RAPSYN-RELATED	GPSM1_HUMAN
PTHR10098	RAPSYN-RELATED	GPSM2_HUMAN
PTHR10098	RAPSYN-RELATED	GPSM3_HUMAN
PTHR10098	RAPSYN-RELATED	PCP2_HUMAN
PTHR10098	RAPSYN-RELATED	RAPSN_HUMAN
PTHR10098	RAPSYN-RELATED	TTC24_HUMAN
PTHR10098	RAPSYN-RELATED	TTC28_HUMAN
PTHR10098	RAPSYN-RELATED	TTC29_HUMAN
PTHR10099	PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE	PUR4_HUMAN
PTHR10102	DNA-DIRECTED RNA POLYMERASE, MITOCHONDRIAL	RPOM_HUMAN
PTHR10104	STATHMIN	STMD1_HUMAN
PTHR10104	STATHMIN	STMN1_HUMAN
PTHR10104	STATHMIN	STMN2_HUMAN
PTHR10104	STATHMIN	STMN3_HUMAN
PTHR10104	STATHMIN	STMN4_HUMAN
PTHR10105	SELENOPROTEIN P	SEPP1_HUMAN
PTHR10106	CYTOCHROME B561-RELATED	CY561_HUMAN
PTHR10106	CYTOCHROME B561-RELATED	CYAC3_HUMAN
PTHR10106	CYTOCHROME B561-RELATED	CYBR1_HUMAN
PTHR10108	METHYLTRANSFERASE	AS3MT_HUMAN
PTHR10108	METHYLTRANSFERASE	COQ5_HUMAN
PTHR10108	METHYLTRANSFERASE	MET7A_HUMAN
PTHR10108	METHYLTRANSFERASE	MET7B_HUMAN
PTHR10108	METHYLTRANSFERASE	WBS27_HUMAN
PTHR10109	MATRIX GLA PROTEIN	MGP_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9A1_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9A2_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9A3_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9A4_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9A5_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9A6_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9A7_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9A8_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9A9_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9C1_HUMAN
PTHR10110	SODIUM/HYDROGEN EXCHANGER	SL9C2_HUMAN
PTHR10113	PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1	ERF1_HUMAN
PTHR10114	60S RIBOSOMAL PROTEIN L36	RL36_HUMAN
PTHR10117	TRANSIENT RECEPTOR POTENTIAL CHANNEL	TRPC1_HUMAN
PTHR10117	TRANSIENT RECEPTOR POTENTIAL CHANNEL	TRPC3_HUMAN
PTHR10117	TRANSIENT RECEPTOR POTENTIAL CHANNEL	TRPC4_HUMAN
PTHR10117	TRANSIENT RECEPTOR POTENTIAL CHANNEL	TRPC5_HUMAN
PTHR10117	TRANSIENT RECEPTOR POTENTIAL CHANNEL	TRPC6_HUMAN
PTHR10117	TRANSIENT RECEPTOR POTENTIAL CHANNEL	TRPC7_HUMAN
PTHR10119	GLUTAMYL/GLUTAMINYL-TRNA SYNTHETASE	SYEM_HUMAN
PTHR10119	GLUTAMYL/GLUTAMINYL-TRNA SYNTHETASE	SYEP_HUMAN
PTHR10119	GLUTAMYL/GLUTAMINYL-TRNA SYNTHETASE	SYQ_HUMAN
PTHR10120	CAAX PRENYL PROTEASE 1	FACE1_HUMAN
PTHR10121	COATOMER SUBUNIT DELTA	COPD_HUMAN
PTHR10122	CYTOCHROME C OXIDASE SUBUNIT 5B, MITOCHONDRIAL	COX5B_HUMAN
PTHR10125	P2X PURINOCEPTOR	P2RX1_HUMAN
PTHR10125	P2X PURINOCEPTOR	P2RX2_HUMAN
PTHR10125	P2X PURINOCEPTOR	P2RX3_HUMAN
PTHR10125	P2X PURINOCEPTOR	P2RX4_HUMAN
PTHR10125	P2X PURINOCEPTOR	P2RX5_HUMAN
PTHR10125	P2X PURINOCEPTOR	P2RX6_HUMAN
PTHR10125	P2X PURINOCEPTOR	P2RX7_HUMAN
PTHR10126	TATA-BOX BINDING PROTEIN	TBPL1_HUMAN
PTHR10126	TATA-BOX BINDING PROTEIN	TBPL2_HUMAN
PTHR10126	TATA-BOX BINDING PROTEIN	TBP_HUMAN
PTHR10127	DISCOIDIN, CUB, EGF, LAMININ , AND ZINC METALLOPROTEASE DOMAIN CONTAINING	BMP1_HUMAN
PTHR10127	DISCOIDIN, CUB, EGF, LAMININ , AND ZINC METALLOPROTEASE DOMAIN CONTAINING	CDCP2_HUMAN
PTHR10127	DISCOIDIN, CUB, EGF, LAMININ , AND ZINC METALLOPROTEASE DOMAIN CONTAINING	CERU_HUMAN
