ID	KO	PathID	PathName
ADCY4_HUMAN	K08044	path:ko04022	cGMP-PKG signaling pathway
ADCY4_HUMAN	K08044	path:ko04371	Apelin signaling pathway
ADCY4_HUMAN	K08044	path:ko04928	Parathyroid hormone synthesis, secretion and action
ADCY4_HUMAN	K08044	path:ko04714	Thermogenesis
ADCY4_HUMAN	K08044	path:ko04270	Vascular smooth muscle contraction
ADCY4_HUMAN	K08044	path:ko04912	GnRH signaling pathway
ADCY4_HUMAN	K08044	path:ko05414	Dilated cardiomyopathy (DCM)
ADCY4_HUMAN	K08044	path:ko04925	Aldosterone synthesis and secretion
ADCY4_HUMAN	K08044	path:ko04261	Adrenergic signaling in cardiomyocytes
ADCY4_HUMAN	K08044	path:ko04062	Chemokine signaling pathway
ADCY4_HUMAN	K08044	path:ko04923	Regulation of lipolysis in adipocytes
ADCY4_HUMAN	K08044	path:ko04713	Circadian entrainment
ADCY4_HUMAN	K08044	path:ko04972	Pancreatic secretion
ADCY4_HUMAN	K08044	path:ko04934	Cushing syndrome
ADCY4_HUMAN	K08044	path:ko01522	Endocrine resistance
ADCY4_HUMAN	K08044	path:ko04750	Inflammatory mediator regulation of TRP channels
ADCY4_HUMAN	K08044	path:ko04976	Bile secretion
ADCY4_HUMAN	K08044	path:ko04723	Retrograde endocannabinoid signaling
ADCY4_HUMAN	K08044	path:ko04918	Thyroid hormone synthesis
ADCY4_HUMAN	K08044	path:ko04020	Calcium signaling pathway
ADCY4_HUMAN	K08044	path:ko04015	Rap1 signaling pathway
ADCY4_HUMAN	K08044	path:ko04914	Progesterone-mediated oocyte maturation
ADCY4_HUMAN	K08044	path:ko05163	Human cytomegalovirus infection
ADCY4_HUMAN	K08044	path:ko04725	Cholinergic synapse
ADCY4_HUMAN	K08044	path:ko04114	Oocyte meiosis
ADCY4_HUMAN	K08044	path:ko04916	Melanogenesis
ADCY4_HUMAN	K08044	path:ko00230	Purine metabolism
ADCY4_HUMAN	K08044	path:ko04971	Gastric acid secretion
ADCY4_HUMAN	K08044	path:ko04935	Growth hormone synthesis, secretion and action
ADCY4_HUMAN	K08044	path:ko04927	Cortisol synthesis and secretion
ADCY4_HUMAN	K08044	path:ko05166	Human T-cell leukemia virus 1 infection
ALG8_HUMAN	K03849	path:ko00510	N-Glycan biosynthesis
ANK3_HUMAN	K10380	path:ko05205	Proteoglycans in cancer
ANK3_HUMAN	K10380	path:ko04624	Toll and Imd signaling pathway
ARHGC_HUMAN	K07532	path:ko05152	Tuberculosis
ARHGC_HUMAN	K07532	path:ko05205	Proteoglycans in cancer
ARHGC_HUMAN	K07532	path:ko05130	Pathogenic Escherichia coli infection
ARHGC_HUMAN	K07532	path:ko04611	Platelet activation
ARHGC_HUMAN	K07532	path:ko04810	Regulation of actin cytoskeleton
ARHGC_HUMAN	K07532	path:ko05200	Pathways in cancer
ARHGC_HUMAN	K07532	path:ko05163	Human cytomegalovirus infection
ARHGC_HUMAN	K07532	path:ko05135	Yersinia infection
ARHGC_HUMAN	K07532	path:ko04625	C-type lectin receptor signaling pathway
ARHGC_HUMAN	K07532	path:ko04270	Vascular smooth muscle contraction
ARHGC_HUMAN	K07532	path:ko04360	Axon guidance
ARHGC_HUMAN	K07532	path:ko04361	Axon regeneration
AT1B1_HUMAN	K01540	path:ko04024	cAMP signaling pathway
AT1B1_HUMAN	K01540	path:ko04970	Salivary secretion
AT1B1_HUMAN	K01540	path:ko04972	Pancreatic secretion
AT1B1_HUMAN	K01540	path:ko04964	Proximal tubule bicarbonate reclamation
AT1B1_HUMAN	K01540	path:ko04978	Mineral absorption
AT1B1_HUMAN	K01540	path:ko04976	Bile secretion
AT1B1_HUMAN	K01540	path:ko04911	Insulin secretion
AT1B1_HUMAN	K01540	path:ko04918	Thyroid hormone synthesis
AT1B1_HUMAN	K01540	path:ko04961	Endocrine and other factor-regulated calcium reabsorption
AT1B1_HUMAN	K01540	path:ko04973	Carbohydrate digestion and absorption
AT1B1_HUMAN	K01540	path:ko04022	cGMP-PKG signaling pathway
AT1B1_HUMAN	K01540	path:ko04971	Gastric acid secretion
AT1B1_HUMAN	K01540	path:ko04925	Aldosterone synthesis and secretion
AT1B1_HUMAN	K01540	path:ko04261	Adrenergic signaling in cardiomyocytes
AT1B1_HUMAN	K01540	path:ko04919	Thyroid hormone signaling pathway
AT1B1_HUMAN	K01540	path:ko04260	Cardiac muscle contraction
AT1B1_HUMAN	K01540	path:ko04960	Aldosterone-regulated sodium reabsorption
AT1B1_HUMAN	K01540	path:ko04974	Protein digestion and absorption
BDH_HUMAN	K00019	path:ko00072	Synthesis and degradation of ketone bodies
BDH_HUMAN	K00019	path:ko00650	Butanoate metabolism
CCL24_HUMAN	K21097	path:ko04061	Viral protein interaction with cytokine and cytokine receptor
CCL24_HUMAN	K21097	path:ko04060	Cytokine-cytokine receptor interaction
CCL24_HUMAN	K21097	path:ko04062	Chemokine signaling pathway
CCKN_HUMAN	K05226	path:ko04972	Pancreatic secretion
CCKN_HUMAN	K05226	path:ko04911	Insulin secretion
CCKN_HUMAN	K05226	path:ko04080	Neuroactive ligand-receptor interaction
CASB_HUMAN	K17107	path:ko04917	Prolactin signaling pathway
CAZA1_HUMAN	K10364	path:ko04144	Endocytosis
DCP2_HUMAN	K12613	path:ko03018	RNA degradation
DEF5_HUMAN	K05230	path:ko05150	Staphylococcus aureus infection
DEF5_HUMAN	K05230	path:ko04621	NOD-like receptor signaling pathway
DEF5_HUMAN	K05230	path:ko05202	Transcriptional misregulation in cancer
DOPP1_HUMAN	K07252	path:ko00510	N-Glycan biosynthesis
EAA3_HUMAN	K05612	path:ko04724	Glutamatergic synapse
EAA3_HUMAN	K05612	path:ko04721	Synaptic vesicle cycle
EAA3_HUMAN	K05612	path:ko04974	Protein digestion and absorption
E2AK1_HUMAN	K16194	path:ko05168	Herpes simplex virus 1 infection
E2AK1_HUMAN	K16194	path:ko04141	Protein processing in endoplasmic reticulum
E2AK1_HUMAN	K16194	path:ko05160	Hepatitis C
E2AK1_HUMAN	K16194	path:ko05162	Measles
DUS9_HUMAN	K18498	path:ko04010	MAPK signaling pathway
DUS9_HUMAN	K18498	path:ko04550	Signaling pathways regulating pluripotency of stem cells
EDN1_HUMAN	K16366	path:ko04066	HIF-1 signaling pathway
EDN1_HUMAN	K16366	path:ko04933	AGE-RAGE signaling pathway in diabetic complications
EDN1_HUMAN	K16366	path:ko04024	cAMP signaling pathway
EDN1_HUMAN	K16366	path:ko05200	Pathways in cancer
EDN1_HUMAN	K16366	path:ko04924	Renin secretion
EDN1_HUMAN	K16366	path:ko04916	Melanogenesis
EDN1_HUMAN	K16366	path:ko04080	Neuroactive ligand-receptor interaction
EDN1_HUMAN	K16366	path:ko04270	Vascular smooth muscle contraction
EDN1_HUMAN	K16366	path:ko05410	Hypertrophic cardiomyopathy (HCM)
EDN1_HUMAN	K16366	path:ko04668	TNF signaling pathway
EDN1_HUMAN	K16366	path:ko05418	Fluid shear stress and atherosclerosis
EDN1_HUMAN	K16366	path:ko04926	Relaxin signaling pathway
CAC1B_HUMAN	K04849	path:ko04727	GABAergic synapse
CAC1B_HUMAN	K04849	path:ko05032	Morphine addiction
CAC1B_HUMAN	K04849	path:ko04020	Calcium signaling pathway
CAC1B_HUMAN	K04849	path:ko04721	Synaptic vesicle cycle
CAC1B_HUMAN	K04849	path:ko04010	MAPK signaling pathway
CAC1B_HUMAN	K04849	path:ko04726	Serotonergic synapse
CAC1B_HUMAN	K04849	path:ko04725	Cholinergic synapse
CAC1B_HUMAN	K04849	path:ko04930	Type II diabetes mellitus
CAC1B_HUMAN	K04849	path:ko05016	Huntington disease
CAC1B_HUMAN	K04849	path:ko05033	Nicotine addiction
CAC1B_HUMAN	K04849	path:ko04728	Dopaminergic synapse
CAC1B_HUMAN	K04849	path:ko04723	Retrograde endocannabinoid signaling
CHSS1_HUMAN	K13499	path:ko00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
CNDP1_HUMAN	K05604	path:ko00340	Histidine metabolism
CNDP1_HUMAN	K05604	path:ko00410	beta-Alanine metabolism
CNDP1_HUMAN	K05604	path:ko00330	Arginine and proline metabolism
CO5_HUMAN	K03994	path:ko05168	Herpes simplex virus 1 infection
CO5_HUMAN	K03994	path:ko05020	Prion diseases
CO5_HUMAN	K03994	path:ko05150	Staphylococcus aureus infection
CO5_HUMAN	K03994	path:ko05322	Systemic lupus erythematosus
CO5_HUMAN	K03994	path:ko05133	Pertussis
CO5_HUMAN	K03994	path:ko04610	Complement and coagulation cascades
CO5_HUMAN	K03994	path:ko04080	Neuroactive ligand-receptor interaction
COCA1_HUMAN	K08132	path:ko04974	Protein digestion and absorption
CREM_HUMAN	K09052	path:ko04261	Adrenergic signaling in cardiomyocytes
CRUM3_HUMAN	K06090	path:ko04530	Tight junction
CRUM3_HUMAN	K06090	path:ko05165	Human papillomavirus infection
CPSF3_HUMAN	K14403	path:ko03015	mRNA surveillance pathway
CR3L1_HUMAN	K09048	path:ko04922	Glucagon signaling pathway
CR3L1_HUMAN	K09048	path:ko04024	cAMP signaling pathway
CR3L1_HUMAN	K09048	path:ko04211	Longevity regulating pathway
CR3L1_HUMAN	K09048	path:ko05161	Hepatitis B
CR3L1_HUMAN	K09048	path:ko05215	Prostate cancer
CR3L1_HUMAN	K09048	path:ko04911	Insulin secretion
CR3L1_HUMAN	K09048	path:ko04926	Relaxin signaling pathway
CR3L1_HUMAN	K09048	path:ko04915	Estrogen signaling pathway
CR3L1_HUMAN	K09048	path:ko05030	Cocaine addiction
CR3L1_HUMAN	K09048	path:ko04151	PI3K-Akt signaling pathway
CR3L1_HUMAN	K09048	path:ko05031	Amphetamine addiction
CR3L1_HUMAN	K09048	path:ko04022	cGMP-PKG signaling pathway
CR3L1_HUMAN	K09048	path:ko04928	Parathyroid hormone synthesis, secretion and action
CR3L1_HUMAN	K09048	path:ko04714	Thermogenesis
CR3L1_HUMAN	K09048	path:ko05016	Huntington disease
CR3L1_HUMAN	K09048	path:ko04261	Adrenergic signaling in cardiomyocytes
CR3L1_HUMAN	K09048	path:ko04925	Aldosterone synthesis and secretion
CR3L1_HUMAN	K09048	path:ko05203	Viral carcinogenesis
CR3L1_HUMAN	K09048	path:ko04934	Cushing syndrome
CR3L1_HUMAN	K09048	path:ko05034	Alcoholism
CR3L1_HUMAN	K09048	path:ko04668	TNF signaling pathway
CR3L1_HUMAN	K09048	path:ko04918	Thyroid hormone synthesis
CR3L1_HUMAN	K09048	path:ko04152	AMPK signaling pathway
CR3L1_HUMAN	K09048	path:ko05165	Human papillomavirus infection
CR3L1_HUMAN	K09048	path:ko05163	Human cytomegalovirus infection
CR3L1_HUMAN	K09048	path:ko04725	Cholinergic synapse
CR3L1_HUMAN	K09048	path:ko04916	Melanogenesis
CR3L1_HUMAN	K09048	path:ko04935	Growth hormone synthesis, secretion and action
CR3L1_HUMAN	K09048	path:ko04962	Vasopressin-regulated water reabsorption
CR3L1_HUMAN	K09048	path:ko04927	Cortisol synthesis and secretion
CR3L1_HUMAN	K09048	path:ko04931	Insulin resistance
CR3L1_HUMAN	K09048	path:ko05166	Human T-cell leukemia virus 1 infection
CR3L1_HUMAN	K09048	path:ko04728	Dopaminergic synapse
CP27B_HUMAN	K07438	path:ko05152	Tuberculosis
CP27B_HUMAN	K07438	path:ko04928	Parathyroid hormone synthesis, secretion and action
CP27B_HUMAN	K07438	path:ko00100	Steroid biosynthesis
CP7A1_HUMAN	K00489	path:ko00140	Steroid hormone biosynthesis
CP7A1_HUMAN	K00489	path:ko00120	Primary bile acid biosynthesis
CP7A1_HUMAN	K00489	path:ko04979	Cholesterol metabolism
CP7A1_HUMAN	K00489	path:ko04976	Bile secretion
CP7A1_HUMAN	K00489	path:ko03320	PPAR signaling pathway
CP4AM_HUMAN	K07425	path:ko04750	Inflammatory mediator regulation of TRP channels
CP4AM_HUMAN	K07425	path:ko00830	Retinol metabolism
CP4AM_HUMAN	K07425	path:ko00590	Arachidonic acid metabolism
CP4AM_HUMAN	K07425	path:ko00071	Fatty acid degradation
CP4AM_HUMAN	K07425	path:ko03320	PPAR signaling pathway
CP4AM_HUMAN	K07425	path:ko04270	Vascular smooth muscle contraction
CYLD_HUMAN	K08601	path:ko04013	MAPK signaling pathway - fly
CYLD_HUMAN	K08601	path:ko04622	RIG-I-like receptor signaling pathway
CYLD_HUMAN	K08601	path:ko04380	Osteoclast differentiation
CYLD_HUMAN	K08601	path:ko04064	NF-kappa B signaling pathway
CYLD_HUMAN	K08601	path:ko04217	Necroptosis
CYLD_HUMAN	K08601	path:ko04625	C-type lectin receptor signaling pathway
CYTD_HUMAN	K13901	path:ko04970	Salivary secretion
CXA1_HUMAN	K07372	path:ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
CXA1_HUMAN	K07372	path:ko04540	Gap junction
CXAR_HUMAN	K06788	path:ko05416	Viral myocarditis
CXCL3_HUMAN	K05505	path:ko04061	Viral protein interaction with cytokine and cytokine receptor
CXCL3_HUMAN	K05505	path:ko05120	Epithelial cell signaling in Helicobacter pylori infection
CXCL3_HUMAN	K05505	path:ko04064	NF-kappa B signaling pathway
CXCL3_HUMAN	K05505	path:ko04060	Cytokine-cytokine receptor interaction
CXCL3_HUMAN	K05505	path:ko05323	Rheumatoid arthritis
CXCL3_HUMAN	K05505	path:ko05167	Kaposi sarcoma-associated herpesvirus infection
CXCL3_HUMAN	K05505	path:ko04668	TNF signaling pathway
CXCL3_HUMAN	K05505	path:ko05134	Legionellosis
CXCL3_HUMAN	K05505	path:ko04657	IL-17 signaling pathway
CXCL3_HUMAN	K05505	path:ko05146	Amoebiasis
CXCL3_HUMAN	K05505	path:ko04062	Chemokine signaling pathway
CXCL3_HUMAN	K05505	path:ko04621	NOD-like receptor signaling pathway
CTL4_HUMAN	K15377	path:ko05231	Choline metabolism in cancer
CTBP2_HUMAN	K04496	path:ko05220	Chronic myeloid leukemia
CTBP2_HUMAN	K04496	path:ko04330	Notch signaling pathway
CTBP2_HUMAN	K04496	path:ko05200	Pathways in cancer
CTBP2_HUMAN	K04496	path:ko04310	Wnt signaling pathway
DCAF1_HUMAN	K11789	path:ko05170	Human immunodeficiency virus 1 infection
DPB1_HUMAN	K06752	path:ko05330	Allograft rejection
DPB1_HUMAN	K06752	path:ko05152	Tuberculosis
DPB1_HUMAN	K06752	path:ko04145	Phagosome
DPB1_HUMAN	K06752	path:ko05168	Herpes simplex virus 1 infection
DPB1_HUMAN	K06752	path:ko05145	Toxoplasmosis
DPB1_HUMAN	K06752	path:ko05169	Epstein-Barr virus infection
DPB1_HUMAN	K06752	path:ko05310	Asthma
DPB1_HUMAN	K06752	path:ko05332	Graft-versus-host disease
DPB1_HUMAN	K06752	path:ko04940	Type I diabetes mellitus
DPB1_HUMAN	K06752	path:ko05321	Inflammatory bowel disease (IBD)
DPB1_HUMAN	K06752	path:ko05150	Staphylococcus aureus infection
DPB1_HUMAN	K06752	path:ko05322	Systemic lupus erythematosus
DPB1_HUMAN	K06752	path:ko05320	Autoimmune thyroid disease
DPB1_HUMAN	K06752	path:ko04659	Th17 cell differentiation
DPB1_HUMAN	K06752	path:ko05323	Rheumatoid arthritis
DPB1_HUMAN	K06752	path:ko04640	Hematopoietic cell lineage
DPB1_HUMAN	K06752	path:ko05164	Influenza A
DPB1_HUMAN	K06752	path:ko04514	Cell adhesion molecules (CAMs)
DPB1_HUMAN	K06752	path:ko04612	Antigen processing and presentation
DPB1_HUMAN	K06752	path:ko04672	Intestinal immune network for IgA production
DPB1_HUMAN	K06752	path:ko04658	Th1 and Th2 cell differentiation
DPB1_HUMAN	K06752	path:ko05140	Leishmaniasis
DPB1_HUMAN	K06752	path:ko05166	Human T-cell leukemia virus 1 infection
DPB1_HUMAN	K06752	path:ko05416	Viral myocarditis
DOCK1_HUMAN	K13708	path:ko05131	Shigellosis
DOCK1_HUMAN	K13708	path:ko04810	Regulation of actin cytoskeleton
DOCK1_HUMAN	K13708	path:ko04510	Focal adhesion
DOCK1_HUMAN	K13708	path:ko05100	Bacterial invasion of epithelial cells
DOCK1_HUMAN	K13708	path:ko05135	Yersinia infection
DHC24_HUMAN	K09828	path:ko00100	Steroid biosynthesis
DHX16_HUMAN	K12813	path:ko03040	Spliceosome
DFFB_HUMAN	K02311	path:ko04210	Apoptosis
DLL3_HUMAN	K06051	path:ko04658	Th1 and Th2 cell differentiation
DLL3_HUMAN	K06051	path:ko04330	Notch signaling pathway
DLL3_HUMAN	K06051	path:ko05200	Pathways in cancer
DLL3_HUMAN	K06051	path:ko01522	Endocrine resistance
DLL3_HUMAN	K06051	path:ko05224	Breast cancer
DGKA_HUMAN	K00901	path:ko04072	Phospholipase D signaling pathway
DGKA_HUMAN	K00901	path:ko00564	Glycerophospholipid metabolism
DGKA_HUMAN	K00901	path:ko00561	Glycerolipid metabolism
DGKA_HUMAN	K00901	path:ko05231	Choline metabolism in cancer
DGKA_HUMAN	K00901	path:ko04361	Axon regeneration
DGKA_HUMAN	K00901	path:ko04070	Phosphatidylinositol signaling system
DMC1_HUMAN	K10872	path:ko04113	Meiosis - yeast
DYH17_HUMAN	K10408	path:ko05016	Huntington disease
DYH6_HUMAN	K10408	path:ko05016	Huntington disease
DTX4_HUMAN	K06058	path:ko04330	Notch signaling pathway
DYRK2_HUMAN	K18669	path:ko04111	Cell cycle - yeast
E2F3_HUMAN	K06620	path:ko05206	MicroRNAs in cancer
E2F3_HUMAN	K06620	path:ko05169	Epstein-Barr virus infection
E2F3_HUMAN	K06620	path:ko04934	Cushing syndrome
E2F3_HUMAN	K06620	path:ko01522	Endocrine resistance
E2F3_HUMAN	K06620	path:ko05214	Glioma
E2F3_HUMAN	K06620	path:ko05224	Breast cancer
E2F3_HUMAN	K06620	path:ko05161	Hepatitis B
E2F3_HUMAN	K06620	path:ko05167	Kaposi sarcoma-associated herpesvirus infection
E2F3_HUMAN	K06620	path:ko04218	Cellular senescence
E2F3_HUMAN	K06620	path:ko05222	Small cell lung cancer
E2F3_HUMAN	K06620	path:ko05215	Prostate cancer
E2F3_HUMAN	K06620	path:ko05226	Gastric cancer
E2F3_HUMAN	K06620	path:ko05219	Bladder cancer
E2F3_HUMAN	K06620	path:ko05160	Hepatitis C
E2F3_HUMAN	K06620	path:ko05225	Hepatocellular carcinoma
E2F3_HUMAN	K06620	path:ko05163	Human cytomegalovirus infection
E2F3_HUMAN	K06620	path:ko05200	Pathways in cancer
E2F3_HUMAN	K06620	path:ko04110	Cell cycle
E2F3_HUMAN	K06620	path:ko05220	Chronic myeloid leukemia
E2F3_HUMAN	K06620	path:ko05223	Non-small cell lung cancer
E2F3_HUMAN	K06620	path:ko05166	Human T-cell leukemia virus 1 infection
E2F3_HUMAN	K06620	path:ko05218	Melanoma
E2F3_HUMAN	K06620	path:ko05212	Pancreatic cancer
E2F5_HUMAN	K04682	path:ko04110	Cell cycle
E2F5_HUMAN	K04682	path:ko04218	Cellular senescence
E2F5_HUMAN	K04682	path:ko04350	TGF-beta signaling pathway
DRB3_HUMAN	K06752	path:ko05330	Allograft rejection
DRB3_HUMAN	K06752	path:ko05152	Tuberculosis
DRB3_HUMAN	K06752	path:ko04145	Phagosome
DRB3_HUMAN	K06752	path:ko05168	Herpes simplex virus 1 infection
DRB3_HUMAN	K06752	path:ko05145	Toxoplasmosis
DRB3_HUMAN	K06752	path:ko05169	Epstein-Barr virus infection
DRB3_HUMAN	K06752	path:ko05310	Asthma
DRB3_HUMAN	K06752	path:ko05332	Graft-versus-host disease
DRB3_HUMAN	K06752	path:ko04940	Type I diabetes mellitus
DRB3_HUMAN	K06752	path:ko05321	Inflammatory bowel disease (IBD)
DRB3_HUMAN	K06752	path:ko05150	Staphylococcus aureus infection
DRB3_HUMAN	K06752	path:ko05322	Systemic lupus erythematosus
DRB3_HUMAN	K06752	path:ko05320	Autoimmune thyroid disease
DRB3_HUMAN	K06752	path:ko04659	Th17 cell differentiation
DRB3_HUMAN	K06752	path:ko05323	Rheumatoid arthritis
DRB3_HUMAN	K06752	path:ko04640	Hematopoietic cell lineage
DRB3_HUMAN	K06752	path:ko05164	Influenza A
DRB3_HUMAN	K06752	path:ko04514	Cell adhesion molecules (CAMs)
DRB3_HUMAN	K06752	path:ko04612	Antigen processing and presentation
DRB3_HUMAN	K06752	path:ko04672	Intestinal immune network for IgA production
DRB3_HUMAN	K06752	path:ko04658	Th1 and Th2 cell differentiation
DRB3_HUMAN	K06752	path:ko05140	Leishmaniasis
DRB3_HUMAN	K06752	path:ko05166	Human T-cell leukemia virus 1 infection
DRB3_HUMAN	K06752	path:ko05416	Viral myocarditis
ECI2_HUMAN	K13239	path:ko04146	Peroxisome
ECI2_HUMAN	K13239	path:ko00071	Fatty acid degradation
DPOE4_HUMAN	K03506	path:ko03420	Nucleotide excision repair
DPOE4_HUMAN	K03506	path:ko03410	Base excision repair
DPOE4_HUMAN	K03506	path:ko03030	DNA replication
DPOD4_HUMAN	K03505	path:ko03420	Nucleotide excision repair
DPOD4_HUMAN	K03505	path:ko03440	Homologous recombination
DPOD4_HUMAN	K03505	path:ko03430	Mismatch repair
DPOD4_HUMAN	K03505	path:ko03410	Base excision repair
DPOD4_HUMAN	K03505	path:ko03030	DNA replication
AT2L1_HUMAN	K14286	path:ko00564	Glycerophospholipid metabolism
AUHM_HUMAN	K05607	path:ko00280	Valine, leucine and isoleucine degradation
B2MG_HUMAN	K08055	path:ko05168	Herpes simplex virus 1 infection
B2MG_HUMAN	K08055	path:ko04612	Antigen processing and presentation
B2MG_HUMAN	K08055	path:ko05170	Human immunodeficiency virus 1 infection
B2MG_HUMAN	K08055	path:ko05166	Human T-cell leukemia virus 1 infection
B2MG_HUMAN	K08055	path:ko05163	Human cytomegalovirus infection
B2MG_HUMAN	K08055	path:ko05169	Epstein-Barr virus infection
CALCR_HUMAN	K04576	path:ko04380	Osteoclast differentiation
CALCR_HUMAN	K04576	path:ko04080	Neuroactive ligand-receptor interaction
CANB1_HUMAN	K06268	path:ko05152	Tuberculosis
CANB1_HUMAN	K06268	path:ko04922	Glucagon signaling pathway
CANB1_HUMAN	K06268	path:ko04010	MAPK signaling pathway
CANB1_HUMAN	K06268	path:ko04921	Oxytocin signaling pathway
CANB1_HUMAN	K06268	path:ko04924	Renin secretion
CANB1_HUMAN	K06268	path:ko04720	Long-term potentiation
CANB1_HUMAN	K06268	path:ko04650	Natural killer cell mediated cytotoxicity
CANB1_HUMAN	K06268	path:ko04625	C-type lectin receptor signaling pathway
CANB1_HUMAN	K06268	path:ko04360	Axon guidance
CANB1_HUMAN	K06268	path:ko05170	Human immunodeficiency virus 1 infection
CANB1_HUMAN	K06268	path:ko05167	Kaposi sarcoma-associated herpesvirus infection
CANB1_HUMAN	K06268	path:ko04218	Cellular senescence
CANB1_HUMAN	K06268	path:ko04660	T cell receptor signaling pathway
CANB1_HUMAN	K06268	path:ko04310	Wnt signaling pathway
CANB1_HUMAN	K06268	path:ko04380	Osteoclast differentiation
CANB1_HUMAN	K06268	path:ko05010	Alzheimer disease
CANB1_HUMAN	K06268	path:ko04724	Glutamatergic synapse
CANB1_HUMAN	K06268	path:ko04020	Calcium signaling pathway
CANB1_HUMAN	K06268	path:ko05163	Human cytomegalovirus infection
CANB1_HUMAN	K06268	path:ko05031	Amphetamine addiction
CANB1_HUMAN	K06268	path:ko04022	cGMP-PKG signaling pathway
CANB1_HUMAN	K06268	path:ko04659	Th17 cell differentiation
CANB1_HUMAN	K06268	path:ko04114	Oocyte meiosis
CANB1_HUMAN	K06268	path:ko04370	VEGF signaling pathway
CANB1_HUMAN	K06268	path:ko04658	Th1 and Th2 cell differentiation
CANB1_HUMAN	K06268	path:ko04662	B cell receptor signaling pathway
CANB1_HUMAN	K06268	path:ko05166	Human T-cell leukemia virus 1 infection
CANB1_HUMAN	K06268	path:ko05014	Amyotrophic lateral sclerosis (ALS)
CANB1_HUMAN	K06268	path:ko05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
CERS2_HUMAN	K04710	path:ko00600	Sphingolipid metabolism
